question_id,question_type,orig_target,hypernym,neg1,neg2,neg3,neg4
31043588,existThatNotC,dog,mammal,baby,cattle,couple,bear
31043588,existThatNotC,dog,vertebrate,child,girl,bull,bear
31043588,existThatNotC,dog,animal,boy,girl,feline,lady
7548345,existThatNotC,woman,woman,bucket,pan,guy,vase
7548345,existThatNotC,woman,adult,skier,animal,canine,bear
7548345,existThatNotC,woman,person,equipment,snowboard,paper,bird
462454,existThatNotC,zebra,zebra,batter,boat,bridge,clock
462454,existThatNotC,zebra,equine,guy,group,decoration,receptacle
462454,existThatNotC,zebra,mammal,umpire,wheeled vehicle,ornament,seat
462454,existThatNotC,zebra,vertebrate,club,person,airplane,spoon
462454,existThatNotC,zebra,animal,container,house,feline,fork
5618142,existThatNotC,dog,dog,sink,woman,zebra,pitcher
5618142,existThatNotC,dog,canine,pineapple,device,refrigerator,appliance
5618142,existThatNotC,dog,mammal,knife,elephant,fluid,chair
5618142,existThatNotC,dog,vertebrate,goat,man,clothing,aircraft
5618142,existThatNotC,dog,animal,board,plant,guy,barrier
5618143,existThatNotC,dog,dog,vase,ornament,bull,knife
5618143,existThatNotC,dog,canine,waste,bag,rider,ornament
5618143,existThatNotC,dog,mammal,candle,vehicle,band,umpire
5618143,existThatNotC,dog,vertebrate,fluid,woman,food,pitcher
5618143,existThatNotC,dog,animal,barrier,jar,art,seat
5618182,existThatNotC,dog,dog,sheep,kitten,bear,giraffe
5618182,existThatNotC,dog,canine,people,ball,baby,man
5618182,existThatNotC,dog,mammal,equine,skateboarder,equipment,couple
5618182,existThatNotC,dog,vertebrate,adult,child,feline,kitten
5618182,existThatNotC,dog,animal,woman,child,man,guy
10110483,existThatNotC,surfer,surfer,snowboarder,dog,cat,couple
10110483,existThatNotC,surfer,athlete,bird,snowboarder,girl,lady
10110483,existThatNotC,surfer,person,rider,skier,animal,boy
10110484,existThatNotC,surfer,surfer,elephant,woman,motorcycle,man
10110484,existThatNotC,surfer,athlete,bird,board,vehicle,rider
10110484,existThatNotC,surfer,person,girl,cyclist,wheeled vehicle,traveler
10110485,existThatNotC,surfer,surfer,snowboarder,woman,cyclist,skateboarder
10110485,existThatNotC,surfer,athlete,animal,bicycle,dog,biker
10110485,existThatNotC,surfer,person,motorcycle,snowboarder,equine,bicycle
7540076,existThatNotC,woman,woman,driver,bathtub,apple,platform
7540076,existThatNotC,woman,adult,man,motor vehicle,bird,cat
7540076,existThatNotC,woman,person,knife,cattle,pineapple,home appliance
16647723,existThatNotC,phone,phone,passenger,shoe,fur,tie
16647723,existThatNotC,phone,electronic device,photographic equipment,camera,watch,keyboard
16647723,existThatNotC,phone,device,footwear,luggage,pipe,fluid
15651005,existThatNotC,woman,woman,snowboarder,policeman,baby,dog
15651005,existThatNotC,woman,adult,zebra,equine,horse,animal
15651005,existThatNotC,woman,person,child,girl,clothing,guy
946056,existThatNotC,dog,dog,goat,monitor,woman,candle
946056,existThatNotC,dog,canine,salad green,stick,instrument,plumbing fixture
946056,existThatNotC,dog,mammal,donut,elephant,floor,bear
946056,existThatNotC,dog,vertebrate,foil,policeman,traveler,tableware
946056,existThatNotC,dog,animal,basket,skier,elephant,cage
7940187,existThatNotC,zebra,zebra,bear,dog,elephant,child
7940187,existThatNotC,zebra,equine,guy,feline,boy,kitten
7940187,existThatNotC,zebra,mammal,feline,chicken,pilot,girl
7940187,existThatNotC,zebra,vertebrate,cutlery,bird,goat,baby
7940187,existThatNotC,zebra,animal,chicken,dog,guy,parrot
1880973,existThatNotC,woman,woman,couple,bear,child,guy
1880973,existThatNotC,woman,adult,athlete,dog,girl,man
1880973,existThatNotC,woman,person,girl,animal,surfer,couple
141036251,existThatNotC,woman,woman,knife,phone,couch,backpack
141036251,existThatNotC,woman,adult,cattle,vehicle,horse,canine
141036251,existThatNotC,woman,person,goat,baggage,newspaper,produce
906873,existThatNotC,snowboard,snowboard,blind,bird,phone,giraffe
906873,existThatNotC,snowboard,board,pole,bird,aircraft,vehicle
906874,existThatNotC,snowboard,snowboard,seat,dog,comforter,collar
906874,existThatNotC,snowboard,board,canine,woman,table,garment
14178573,existThatNotC,zebra,zebra,couple,elephant,pilot,cat
14178573,existThatNotC,zebra,equine,lady,cattle,horse,canine
14178573,existThatNotC,zebra,mammal,canine,cat,adult,bird
14178573,existThatNotC,zebra,vertebrate,parrot,cutlery,people,horse
14178573,existThatNotC,zebra,animal,baby,domestic fowl,cow,bull
10225726,existThatNotC,child,child,giraffe,goat,cat,parrot
10225726,existThatNotC,child,person,horse,chicken,zebra,vertebrate
6409949,existThatNotC,cow,cow,elephant,kitten,bird,girl
6409949,existThatNotC,cow,cattle,canine,airplane,feline,dog
6409949,existThatNotC,cow,mammal,chair,bird,boat,airplane
6409949,existThatNotC,cow,vertebrate,furniture,biker,woman,person
6409949,existThatNotC,cow,animal,athlete,dog,person,man
6409950,existThatNotC,cow,cow,bear,zebra,goat,elephant
6409950,existThatNotC,cow,cattle,water vehicle,dog,chair,feline
6409950,existThatNotC,cow,mammal,kitten,dog,feline,skateboarder
6409950,existThatNotC,cow,vertebrate,biker,goat,equine,dog
6409950,existThatNotC,cow,animal,boy,skateboarder,bird,baby
162355,existThatNotC,horse,horse,chair,seagull,platform,refrigerator
162355,existThatNotC,horse,equine,bat,elephant,keyboard instrument,instrument
162355,existThatNotC,horse,mammal,baked good,bat,baby,person
162355,existThatNotC,horse,vertebrate,motorcycle,girl,cabin,woman
162355,existThatNotC,horse,animal,stringed instrument,adult,toothbrush,tray
162356,existThatNotC,horse,horse,card,bike,airplane,motorcycle
162356,existThatNotC,horse,equine,gathering,tray,fork,batter
162356,existThatNotC,horse,mammal,clothing,motorcycle,boat,fork
162356,existThatNotC,horse,vertebrate,guy,house,tire,pitcher
162356,existThatNotC,horse,animal,person,bat,surfboard,girl
15789689,existThatNotC,zebra,zebra,donkey,baby,guy,lady
15789689,existThatNotC,zebra,equine,clothing,couple,way,goat
15789689,existThatNotC,zebra,mammal,athlete,boy,person,goat
15789689,existThatNotC,zebra,vertebrate,horse,bus,group,antelope
15789689,existThatNotC,zebra,animal,child,bull,bus,shoe
17432448,existThatNotC,bird,bird,passenger,bench,lettuce,bat
17432448,existThatNotC,bird,vertebrate,bag,passenger,clothing,fixture
17432448,existThatNotC,bird,animal,bicycle,child,fan,case
415305,existThatNotC,horse,horse,boy,goat,snowboard,woman
415305,existThatNotC,horse,equine,wheeled vehicle,boy,liquid,cat
415305,existThatNotC,horse,mammal,guy,boy,sheep,wheeled vehicle
415305,existThatNotC,horse,vertebrate,liquid,adult,feline,woman
415305,existThatNotC,horse,animal,cattle,snowboard,dog,guy
10576780,existThatNotC,dog,dog,soap,box,banana,sandwich
10576780,existThatNotC,dog,canine,vase,paper,couch,house
10576780,existThatNotC,dog,mammal,art,aircraft,foil,seat
10576780,existThatNotC,dog,vertebrate,toiletry,paddle,utensil,trash
10576780,existThatNotC,dog,animal,purse,boy,kitchen appliance,personal computer
2553932,existThatNotC,zebra,zebra,knife,surfer,pitcher,snowboarder
2553932,existThatNotC,zebra,equine,produce,adult,person,snowboarder
2553932,existThatNotC,zebra,mammal,structure,decoration,ornament,waste
2553932,existThatNotC,zebra,vertebrate,bicycle,train,liquid,motorcycle
2553932,existThatNotC,zebra,animal,garment,water vehicle,shelter,skateboard
8486197,existThatNotC,bird,bird,picture,horse,helmet,camera
8486197,existThatNotC,bird,vertebrate,structure,man,snowboard,drawer
8486197,existThatNotC,bird,animal,watch,pan,glass,kitchen utensil
1179534,existThatNotC,cat,cat,child,man,woman,bird
1179534,existThatNotC,cat,feline,cattle,bull,lady,canine
1179534,existThatNotC,cat,mammal,seagull,canine,sheep,giraffe
1179534,existThatNotC,cat,vertebrate,aquatic bird,canine,girl,giraffe
1179534,existThatNotC,cat,animal,seagull,adult,sheep,couple
1179536,existThatNotC,cat,cat,giraffe,bird,lady,child
1179536,existThatNotC,cat,feline,couple,seagull,canine,aquatic bird
1179536,existThatNotC,cat,mammal,couple,girl,child,person
1179536,existThatNotC,cat,vertebrate,adult,dog,man,bird
1179536,existThatNotC,cat,animal,child,boy,giraffe,baby
7425586,existThatNotC,dog,dog,lady,sink,monitor,seagull
7425586,existThatNotC,dog,canine,artwork,seagull,passenger,couple
7425586,existThatNotC,dog,mammal,water vehicle,lady,skier,man
7425586,existThatNotC,dog,vertebrate,fruit,passenger,case,train
7425586,existThatNotC,dog,animal,electronic device,stringed instrument,audience,cat
9834625,existThatNotC,baby,baby,goat,girl,cow,bear
9834625,existThatNotC,baby,child,bird,woman,boy,bull
9834625,existThatNotC,baby,person,woman,guy,equine,elephant
9834626,existThatNotC,baby,baby,horse,elephant,bull,sheep
9834626,existThatNotC,baby,child,vertebrate,girl,guy,seagull
9834626,existThatNotC,baby,person,toy,sheep,girl,club
9834642,existThatNotC,baby,baby,bear,goat,cat,boy
9834642,existThatNotC,baby,child,kitten,cattle,bull,feline
9834642,existThatNotC,baby,person,people,woman,kitten,lady
610120,existThatNotC,giraffe,giraffe,frisbee,airplane,trash,tent
610120,existThatNotC,giraffe,mammal,people,adult,stalk,gathering
610120,existThatNotC,giraffe,vertebrate,rider,can,rod,picture
610120,existThatNotC,giraffe,animal,piano,motor vehicle,tire,shirt
17427565,existThatNotC,dog,dog,can,dish,clock,ball
17427565,existThatNotC,dog,canine,man,baggage,room,dish
17427565,existThatNotC,dog,mammal,case,keyboard,kitten,bag
17427565,existThatNotC,dog,vertebrate,vehicle,crowd,couple,writing device
17427565,existThatNotC,dog,animal,personal computer,bike,man,camera
10189895,existThatNotC,woman,woman,box,platform,candle,toothbrush
10189895,existThatNotC,woman,adult,equine,cattle,tool,skier
10189895,existThatNotC,woman,person,club,device,fence,crowd
14956071,existThatNotC,cat,cat,antelope,couple,baby,donkey
14956071,existThatNotC,cat,feline,snowboarder,crowd,people,gathering
14956071,existThatNotC,cat,mammal,aquatic bird,canine,domestic fowl,chicken
14956071,existThatNotC,cat,vertebrate,gathering,bridge,giraffe,girl
14956071,existThatNotC,cat,animal,athlete,policeman,surfer,antelope
211135,existThatNotC,woman,woman,baby,television,cat,skateboarder
211135,existThatNotC,woman,adult,man,cat,mammal,cattle
211135,existThatNotC,woman,person,couple,pitcher,surfer,mammal
16515063,existThatNotC,woman,woman,dog,surfer,girl,man
16515063,existThatNotC,woman,adult,man,canine,skier,bear
16515063,existThatNotC,woman,person,child,man,skier,boy
15526498,existThatNotC,bear,bear,table,lady,girl,driver
15526498,existThatNotC,bear,mammal,guy,girl,vehicle,boy
15526498,existThatNotC,bear,vertebrate,furniture,person,man,child
15526498,existThatNotC,bear,animal,woman,child,adult,person
15526517,existThatNotC,bear,bear,foil,couch,snowboarder,goat
15526517,existThatNotC,bear,mammal,snowboard,apple,dish,room
15526517,existThatNotC,bear,vertebrate,piece of cloth,computer,traveler,lamp
15526517,existThatNotC,bear,animal,orange,tool,giraffe,truck
17890437,existThatNotC,zebra,zebra,cat,lamp,girl,antelope
17890437,existThatNotC,zebra,equine,pole,chair,picture,traveler
17890437,existThatNotC,zebra,mammal,girl,appliance,couple,branch
17890437,existThatNotC,zebra,vertebrate,knife,jar,people,vegetable
17890437,existThatNotC,zebra,animal,bear,parrot,tire,motor vehicle
17890457,existThatNotC,zebra,zebra,boy,woman,guy,dog
17890457,existThatNotC,zebra,equine,bear,bird,guy,boy
17890457,existThatNotC,zebra,mammal,boy,man,adult,girl
17890457,existThatNotC,zebra,vertebrate,man,bear,canine,feline
17890457,existThatNotC,zebra,animal,boy,giraffe,sheep,girl
1860751,existThatNotC,laptop,laptop,television,bag,skateboard,dish
1860751,existThatNotC,laptop,personal computer,lid,sauce,woody plant,tube
1860751,existThatNotC,laptop,computer,mammal,collar,gravel,soil
1860751,existThatNotC,laptop,electronic device,watch,building,camera,structure
1860751,existThatNotC,laptop,device,tire,mixer,ring,sauce
15120822,existThatNotC,giraffe,giraffe,lady,cat,guy,bull
15120822,existThatNotC,giraffe,mammal,kitten,man,couple,girl
15120822,existThatNotC,giraffe,vertebrate,parrot,woman,guy,horse
15120822,existThatNotC,giraffe,animal,girl,kitten,guy,baby
15562309,existThatNotC,woman,woman,bridge,bike,cow,surfboard
15562309,existThatNotC,woman,adult,vertebrate,bike,motor vehicle,toothbrush
15562309,existThatNotC,woman,person,elephant,frisbee,boat,fan
6856681,existThatNotC,woman,woman,jet,zebra,kitten,comforter
6856681,existThatNotC,woman,adult,man,zebra,bird,canine
6856681,existThatNotC,woman,person,board,snowboard,piece of cloth,giraffe
13585837,existThatNotC,woman,woman,frisbee,crowd,boy,cabin
13585837,existThatNotC,woman,adult,pole,feline,wheeled vehicle,giraffe
13585837,existThatNotC,woman,person,tent,can,card,vessel
3350178,existThatNotC,giraffe,giraffe,dog,couple,elephant,skier
3350178,existThatNotC,giraffe,mammal,dog,equine,canine,cow
3350178,existThatNotC,giraffe,vertebrate,lady,horse,feline,canine
3350178,existThatNotC,giraffe,animal,lady,canine,boy,sheep
4650482,existThatNotC,woman,woman,driver,girl,couple,boy
4650482,existThatNotC,woman,adult,surfer,child,skateboarder,biker
4650482,existThatNotC,woman,person,mammal,people,policeman,fan
2917190,existThatNotC,dog,dog,guy,giraffe,skier,cat
2917190,existThatNotC,dog,canine,board,cattle,vehicle,woman
2917190,existThatNotC,dog,mammal,goat,board,sheep,feline
2917190,existThatNotC,dog,vertebrate,zebra,man,surfer,wheeled vehicle
2917190,existThatNotC,dog,animal,snowboard,child,woman,wheeled vehicle
2917191,existThatNotC,dog,dog,skier,motorcycle,cat,zebra
2917191,existThatNotC,dog,canine,child,girl,board,athlete
2917191,existThatNotC,dog,mammal,child,cat,bull,guy
2917191,existThatNotC,dog,vertebrate,sheep,cat,wheeled vehicle,skier
2917191,existThatNotC,dog,animal,wheeled vehicle,equine,feline,surfer
5265510,existThatNotC,bear,bear,spoon,phone,fork,antelope
5265510,existThatNotC,bear,mammal,source of illumination,knife,silverware,audience
5265510,existThatNotC,bear,vertebrate,barrier,cattle,vehicle,personal computer
5265510,existThatNotC,bear,animal,appliance,home appliance,pan,kitchen appliance
2851320,existThatNotC,woman,woman,guy,bear,girl,boy
2851320,existThatNotC,woman,adult,mammal,surfer,bear,cyclist
2851320,existThatNotC,woman,person,boy,mammal,fan,couple
2851321,existThatNotC,woman,woman,policeman,driver,fan,girl
2851321,existThatNotC,woman,adult,girl,athlete,vertebrate,man
2851321,existThatNotC,woman,person,guy,vertebrate,animal,child
2853521,existThatNotC,zebra,zebra,baby,man,horse,fork
2853521,existThatNotC,zebra,equine,sheep,canine,dog,person
2853521,existThatNotC,zebra,mammal,pilot,people,woman,man
2853521,existThatNotC,zebra,vertebrate,person,canine,horse,elephant
2853521,existThatNotC,zebra,animal,cow,kitten,lady,elephant
1969527,existThatNotC,woman,woman,bear,couple,surfer,skier
1969527,existThatNotC,woman,adult,girl,animal,vertebrate,feline
1969527,existThatNotC,woman,person,mammal,vertebrate,guy,girl
13945809,existThatNotC,zebra,zebra,bear,donut,flower,audience
13945809,existThatNotC,zebra,equine,official,vessel,band,decoration
13945809,existThatNotC,zebra,mammal,seagull,suitcase,bottle,sink
13945809,existThatNotC,zebra,vertebrate,elephant,fixture,man,motor vehicle
13945809,existThatNotC,zebra,animal,art,donkey,desk,canine
13512872,existThatNotC,cow,cow,surfboard,chair,pot,fork
13512872,existThatNotC,cow,cattle,boy,surfer,fruit,girl
13512872,existThatNotC,cow,mammal,horse,person,elephant,shelter
13512872,existThatNotC,cow,vertebrate,snowboard,bench,lamp,ornament
13512872,existThatNotC,cow,animal,cup,home appliance,driver,keyboard instrument
16976202,existThatNotC,cat,cat,sheep,skateboarder,giraffe,biker
16976202,existThatNotC,cat,feline,zebra,furniture,boy,woman
16976202,existThatNotC,cat,mammal,cow,child,skateboarder,seat
16976202,existThatNotC,cat,vertebrate,aircraft,person,chair,giraffe
16976202,existThatNotC,cat,animal,seat,girl,vehicle,child
16976203,existThatNotC,cat,cat,giraffe,skateboarder,cow,baby
16976203,existThatNotC,cat,feline,skateboarder,boy,athlete,zebra
16976203,existThatNotC,cat,mammal,water vehicle,sheep,giraffe,boy
16976203,existThatNotC,cat,vertebrate,skateboarder,sheep,furniture,zebra
16976203,existThatNotC,cat,animal,biker,cow,girl,cattle
16976204,existThatNotC,cat,cat,cow,boat,sheep,man
16976204,existThatNotC,cat,feline,furniture,zebra,bird,girl
16976204,existThatNotC,cat,mammal,chair,traveler,adult,person
16976204,existThatNotC,cat,vertebrate,giraffe,canine,boy,snowboarder
16976204,existThatNotC,cat,animal,bird,aircraft,child,seat
16976225,existThatNotC,cat,cat,bat,cow,zebra,antelope
16976225,existThatNotC,cat,feline,horse,girl,canine,aquatic bird
16976225,existThatNotC,cat,mammal,seagull,dog,bull,guy
16976225,existThatNotC,cat,vertebrate,cow,aquatic bird,goat,elephant
16976225,existThatNotC,cat,animal,surfer,doll,boy,seagull
788224,existThatNotC,dog,dog,skier,van,table,woman
788224,existThatNotC,dog,canine,clothing,instrument,fence,toiletry
788224,existThatNotC,dog,mammal,people,clock,microwave,source of illumination
788224,existThatNotC,dog,vertebrate,tool,aircraft,strawberry,blender
788224,existThatNotC,dog,animal,clothing,apple,floor,toy
12831912,existThatNotC,woman,woman,cow,child,television,couple
12831912,existThatNotC,woman,adult,bear,man,elephant,animal
12831912,existThatNotC,woman,person,man,mammal,canine,device
3660089,existThatNotC,woman,woman,bear,card,cat,train
3660089,existThatNotC,woman,adult,mammal,girl,bear,rod
3660089,existThatNotC,woman,person,box,girl,parrot,pot
3660090,existThatNotC,woman,woman,keyboard,snowboard,skateboarder,snowboarder
3660090,existThatNotC,woman,adult,toothbrush,vehicle,motor vehicle,man
3660090,existThatNotC,woman,person,bridge,toy,passenger,art
17250568,existThatNotC,dog,dog,frisbee,keyboard,pole,box
