idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
377,penlight,tool,livestock,penlights are a type of tool,penlights are a type of livestock
378,penlight,tool,accessory,penlights are a type of tool,penlights are a type of accessory
379,penlight,tool,bird,penlights are a type of tool,penlights are a type of bird
380,penlight,tool,footwear,penlights are a type of tool,penlights are a type of footwear
381,penlight,medical equipment,outerwear,penlights are a type of medical equipment,penlights are a type of outerwear
382,penlight,medical equipment,water vehicle,penlights are a type of medical equipment,penlights are a type of water vehicle
383,penlight,medical equipment,vehicle,penlights are a type of medical equipment,penlights are a type of vehicle
384,penlight,medical equipment,furniture,penlights are a type of medical equipment,penlights are a type of furniture
385,apple,fruit,bird,apples are a type of fruit,apples are a type of bird
386,apple,fruit,condiment,apples are a type of fruit,apples are a type of condiment
387,apple,fruit,animal,apples are a type of fruit,apples are a type of animal
388,apple,fruit,kitchen equipment,apples are a type of fruit,apples are a type of kitchen equipment
389,apple,food,electronic device,apples are a type of food,apples are a type of electronic device
390,apple,food,vegetable,apples are a type of food,apples are a type of vegetable
391,apple,food,game,apples are a type of food,apples are a type of game
392,apple,food,plant,apples are a type of food,apples are a type of plant
393,honey,food,fruit,honey is a type of food,honey is a type of fruit
394,honey,food,musical instrument,honey is a type of food,honey is a type of musical instrument
395,honey,food,clothing,honey is a type of food,honey is a type of clothing
396,honey,food,toy,honey is a type of food,honey is a type of toy
397,dragonfly,animal,livestock,dragonflies are a type of animal,dragonflies are a type of livestock
398,dragonfly,animal,musical instrument,dragonflies are a type of animal,dragonflies are a type of musical instrument
399,dragonfly,animal,clothing,dragonflies are a type of animal,dragonflies are a type of clothing
400,dragonfly,animal,container,dragonflies are a type of animal,dragonflies are a type of container
401,dragonfly,insect,condiment,dragonflies are a type of insect,dragonflies are a type of condiment
402,dragonfly,insect,game,dragonflies are a type of insect,dragonflies are a type of game
403,dragonfly,insect,office supply,dragonflies are a type of insect,dragonflies are a type of office supply
404,dragonfly,insect,school supply,dragonflies are a type of insect,dragonflies are a type of school supply
405,possum,animal,women's clothing,possums are a type of animal,possums are a type of women's clothes
406,possum,animal,seafood,possums are a type of animal,possums are a type of seafood
407,possum,animal,auto part,possums are a type of animal,possums are a type of auto part
408,possum,animal,headwear,possums are a type of animal,possums are a type of headwear
409,possum,mammal,food,possums are a type of mammal,possums are a type of food
410,possum,mammal,plant,possums are a type of mammal,possums are a type of plant
411,possum,mammal,drink,possums are a type of mammal,possums are a type of drink
412,possum,mammal,kitchen tool,possums are a type of mammal,possums are a type of kitchen tool
413,puffin,animal,electronic device,puffins are a type of animal,puffins are a type of electronic device
414,puffin,animal,water vehicle,puffins are a type of animal,puffins are a type of water vehicle
415,puffin,animal,candy,puffins are a type of animal,puffins are a type of candy
416,puffin,animal,food,puffins are a type of animal,puffins are a type of food
417,puffin,bird,footwear,puffins are a type of bird,puffins are a type of footwear
418,puffin,bird,kitchen tool,puffins are a type of bird,puffins are a type of kitchen tool
419,puffin,bird,medical equipment,puffins are a type of bird,puffins are a type of medical equipment
420,puffin,bird,food,puffins are a type of bird,puffins are a type of food
421,raincoat,outerwear,jewelry,raincoats are a type of outerwear,raincoats are a type of jewelry
422,raincoat,outerwear,furniture,raincoats are a type of outerwear,raincoats are a type of furniture
423,raincoat,outerwear,school supply,raincoats are a type of outerwear,raincoats are a type of school supply
424,raincoat,outerwear,food,raincoats are a type of outerwear,raincoats are a type of food
425,raincoat,clothing,vehicle,raincoats are a type of clothing,raincoats are a type of vehicle
426,raincoat,clothing,drink,raincoats are a type of clothing,raincoats are a type of drink
427,raincoat,clothing,candy,raincoats are a type of clothing,raincoats are a type of candy
428,raincoat,clothing,kitchen tool,raincoats are a type of clothing,raincoats are a type of kitchen tool
429,raincoat,protective clothing,auto part,raincoats are a type of protective clothing,raincoats are a type of auto part
430,raincoat,protective clothing,toy,raincoats are a type of protective clothing,raincoats are a type of toy
431,raincoat,protective clothing,furniture,raincoats are a type of protective clothing,raincoats are a type of furniture
432,raincoat,protective clothing,condiment,raincoats are a type of protective clothing,raincoats are a type of condiment
433,jeans,clothing,office supply,jeans are a type of clothing,jeans are a type of office supply
434,jeans,clothing,jewelry,jeans are a type of clothing,jeans are a type of jewelry
435,jeans,clothing,toiletry,jeans are a type of clothing,jeans are a type of toiletry
436,jeans,clothing,seafood,jeans are a type of clothing,jeans are a type of seafood
437,metal detector,electronic device,women's clothing,metal detectors are a type of electronic device,metal detectors are a type of women's clothes
438,metal detector,electronic device,container,metal detectors are a type of electronic device,metal detectors are a type of container
439,metal detector,electronic device,furniture,metal detectors are a type of electronic device,metal detectors are a type of furniture
440,metal detector,electronic device,office supply,metal detectors are a type of electronic device,metal detectors are a type of office supply
441,metal detector,tool,headwear,metal detectors are a type of tool,metal detectors are a type of headwear
442,metal detector,tool,home decor,metal detectors are a type of tool,metal detectors are a type of home decor
443,metal detector,tool,plant,metal detectors are a type of tool,metal detectors are a type of plant
444,metal detector,tool,auto part,metal detectors are a type of tool,metal detectors are a type of auto part
445,sandwich,food,outerwear,sandwiches are a type of food,sandwiches are a type of outerwear
446,sandwich,food,condiment,sandwiches are a type of food,sandwiches are a type of condiment
447,sandwich,food,seafood,sandwiches are a type of food,sandwiches are a type of seafood
448,sandwich,food,auto part,sandwiches are a type of food,sandwiches are a type of auto part
449,cream cheese,condiment,plant,cream cheese is a type of condiment,cream cheese is a type of plant
450,cream cheese,condiment,fruit,cream cheese is a type of condiment,cream cheese is a type of fruit
451,cream cheese,condiment,protective clothing,cream cheese is a type of condiment,cream cheese is a type of protective clothing
452,cream cheese,condiment,furniture,cream cheese is a type of condiment,cream cheese is a type of furniture
453,cream cheese,food,headwear,cream cheese is a type of food,cream cheese is a type of headwear
454,cream cheese,food,school supply,cream cheese is a type of food,cream cheese is a type of school supply
455,cream cheese,food,jewelry,cream cheese is a type of food,cream cheese is a type of jewelry
456,cream cheese,food,footwear,cream cheese is a type of food,cream cheese is a type of footwear
457,anteater,mammal,sea animal,anteaters are a type of mammal,anteaters are a type of sea animal
458,anteater,mammal,water vehicle,anteaters are a type of mammal,anteaters are a type of water vehicle
459,anteater,mammal,toiletry,anteaters are a type of mammal,anteaters are a type of toiletry
460,anteater,mammal,kitchen equipment,anteaters are a type of mammal,anteaters are a type of kitchen equipment
461,anteater,animal,fruit,anteaters are a type of animal,anteaters are a type of fruit
462,anteater,animal,medical equipment,anteaters are a type of animal,anteaters are a type of medical equipment
463,anteater,animal,insect,anteaters are a type of animal,anteaters are a type of insect
464,anteater,animal,jewelry,anteaters are a type of animal,anteaters are a type of jewelry
465,cherry,fruit,toy,cherries are a type of fruit,cherries are a type of toy
466,cherry,fruit,insect,cherries are a type of fruit,cherries are a type of insect
467,cherry,fruit,footwear,cherries are a type of fruit,cherries are a type of footwear
468,cherry,fruit,outerwear,cherries are a type of fruit,cherries are a type of outerwear
469,cherry,food,clothing,cherries are a type of food,cherries are a type of clothing
470,cherry,food,livestock,cherries are a type of food,cherries are a type of livestock
471,cherry,food,condiment,cherries are a type of food,cherries are a type of condiment
472,cherry,food,musical instrument,cherries are a type of food,cherries are a type of musical instrument
